,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
58,10540260,0,62,66,3,2,123,46,11,13.6,2.85,41,2,0,1,0,3,0,1,1,1,1,3,1,2,2,3.5,2,3,2,1990,2,6,8,8,5000,4,2,1,2,2,2,2,0.0,4.08,3,5,1,1,5,5,3,5,1,5,3,5,5,1,4,6,5,1,6,6,6,1,3,5,4,5,5,3,5,4,4,3,1,2,6,3,2,5,5,5,3,2,4,3,5,1,1,5,1,1,5,2,3,4,2,4,2,1,4,1,5,3,4,2,3,1,1,23.5,3,1,20,0.00023208400000000002
60,10540265,1,42,98,8,5,168,34,36,70.2,2.07,28,4,2,2,0,4,2,5,1,1,1,6,2,1,1,7.0,14,6,1,1966,2,3,1,1,15000,8,1,2,2,2,2,1,35.1,2.97,4,5,2,3,4,5,6,4,2,5,2,4,4,2,3,1,4,1,3,4,5,4,5,2,3,6,3,2,5,2,1,1,1,2,4,4,2,1,4,4,3,3,2,3,4,4,2,5,2,3,4,3,4,2,3,4,2,1,4,1,3,2,4,1,1,3,1,22.0,3,1,44,0.000160139
61,52720183,1,5,7,4,0,16,9,0,2.2,0.34,5,4,2,2,1,4,2,1,0,1,1,2,0,1,1,5.0,5,3,2,1979,1,3,6,1,5000,3,2,2,2,2,2,1,2.2,0.49,3,2,3,3,3,4,4,2,3,4,1,3,4,3,4,5,3,1,5,3,3,3,3,3,3,1,1,4,4,3,2,2,3,3,2,3,2,1,1,5,1,3,4,4,4,2,1,5,2,3,2,2,3,3,3,7,1,2,3,3,6,1,3,2,2,2,5,3.5,5,5,31,0.00087004
62,31320316,1,15,5,1,0,21,16,0,6.4,0.64,7,4,0,2,1,4,0,1,1,1,1,4,1,1,2,6.0,1,4,1,1961,1,7,1,5,7000,3,1,2,2,2,2,1,3.2,0.92,1,1,5,4,4,3,4,2,3,3,1,4,4,3,3,6,3,3,5,4,1,4,3,3,3,6,3,2,3,1,1,1,3,2,2,3,3,1,1,5,1,4,3,4,3,3,2,4,2,3,2,3,5,3,1,6,1,2,4,2,5,1,1,2,2,4,4,5.0,4,4,49,0.000409116
63,42270851,1,34,16,7,1,91,74,1,6.4,1.6,21,2,0,1,2,3,0,2,1,1,1,2,0,1,1,4.5,2,6,2,1977,3,7,2,2,15000,6,1,2,2,2,2,1,3.2,2.29,3,4,6,2,3,4,6,2,4,5,4,2,4,2,4,6,2,2,5,4,5,2,4,3,2,4,3,4,5,5,1,4,4,1,5,1,3,1,1,5,2,4,2,3,4,2,1,5,2,1,2,4,4,4,3,7,1,2,4,3,6,4,3,3,3,1,5,12.8,5,5,33,0.00023208400000000002
65,14050133,1,105,126,2,3,284,84,74,62.6,12.4,95,2,0,1,0,2,0,2,1,1,1,2,0,1,2,5.5,2,6,1,1973,2,2,1,1,15000,3,2,2,1,2,2,1,0.0,17.77,3,2,2,2,4,3,4,4,4,3,2,2,4,3,3,3,2,2,5,5,4,5,4,3,4,4,4,2,4,4,4,4,2,2,5,4,5,5,2,2,5,2,5,2,2,4,3,3,2,4,3,4,4,4,2,7,1,1,2,1,1,3,4,1,3,4,1,128.0,4,1,37,0.000967286
66,96040355,1,35,76,1,3,118,14,28,10.4,4.25,40,5,2,1,0,7,2,3,2,1,1,3,1,1,1,8.0,17,6,1,1959,1,3,1,3,15000,6,1,2,2,2,1,1,5.2,6.09,4,4,3,-1,4,5,4,4,2,3,4,3,3,1,4,1,2,1,3,2,4,4,4,3,4,4,2,1,5,4,1,4,4,2,2,4,3,1,3,5,3,3,4,4,4,3,3,4,3,4,3,4,4,3,1,8,1,2,3,2,4,1,4,2,1,3,7,43.0,5,7,51,0.00010913200000000001
67,70130508,2,15,7,5,0,7,0,0,0.0,0.11,1,2,0,1,1,3,1,3,-1,1,1,2,0,1,1,4.0,33,3,2,1938,1,2,9,6,5000,5,1,2,2,2,2,1,2.2,0.16,1,2,4,4,2,3,6,6,4,4,5,3,4,3,4,4,4,1,4,3,4,4,4,3,4,3,4,5,4,6,6,6,3,2,4,3,3,2,4,6,2,5,4,4,6,2,2,4,6,3,4,4,4,3,-1,2,2,2,2,2,4,1,1,2,2,3,8,0.7,5,8,72,7.709999999999999e-05
72,50760247,1,63,57,1,2,166,104,5,25.4,5.23,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,2,1952,1,3,2,6,7384,3,2,2,2,2,2,1,25.4,7.49,3,3,3,2,3,3,4,2,3,3,3,4,4,3,3,4,4,2,4,3,4,4,6,4,3,6,3,2,4,2,2,6,3,1,4,2,3,1,1,5,3,3,3,3,4,2,1,4,3,3,3,2,4,3,-1,7,1,2,4,4,3,6,3,2,2,3,5,48.8,3,5,58,0.000367986
73,50270631,1,40,13,2,0,81,68,0,8.0,1.4,19,2,0,1,0,1,-1,2,0,1,1,0,-1,1,1,6.0,36,6,1,1945,1,2,2,2,15000,7,1,2,2,2,2,1,4.0,2.01,5,4,2,2,4,5,5,1,6,6,5,6,5,2,5,1,2,1,4,2,4,4,2,2,4,4,6,2,5,5,1,5,4,2,4,2,2,2,2,5,4,2,5,2,2,3,2,5,2,2,3,4,4,4,1,7,1,2,2,4,4,2,3,2,2,1,5,14.5,5,5,65,0.000125765
74,39020001,1,95,62,10,2,178,48,68,24.8,5.22,64,3,0,2,0,0,0,1,2,1,1,3,0,1,2,4.0,30,6,1,1980,1,6,1,6,15000,3,1,1,2,2,2,1,12.4,7.48,2,2,3,4,3,3,2,3,2,1,4,2,2,3,3,3,4,3,4,4,1,2,2,3,5,4,2,2,5,4,1,5,4,4,4,3,5,4,4,3,2,3,4,4,3,1,2,4,1,5,5,4,4,4,3,7,1,2,2,2,5,2,3,2,2,1,2,49.0,3,2,30,0.000967286
75,54260731,0,-1,43,4,2,66,12,11,10.6,2.83,34,4,0,0,0,3,0,3,2,1,2,4,1,2,2,4.5,3,3,1,1957,1,3,1,2,5000,3,2,2,1,2,2,3,0.0,4.06,5,4,2,2,4,5,3,2,3,5,4,4,4,4,3,2,4,1,6,6,6,3,2,2,4,4,3,1,5,5,1,4,4,4,4,3,4,2,4,2,4,3,4,4,2,3,3,4,2,3,3,4,4,4,3,7,1,2,4,2,5,1,1,2,3,1,6,32.0,4,6,53,0.000409116
76,70740266,1,145,164,4,4,279,35,80,65.6,38.8,494,2,0,1,0,0,0,3,3,1,1,-1,-1,1,1,7.0,12,3,2,1944,1,2,9,3,5000,6,1,2,2,2,2,1,32.8,55.6,4,3,4,2,4,4,6,6,4,4,5,2,4,2,4,6,2,1,4,4,5,2,2,1,4,5,6,1,5,4,1,1,1,2,4,1,2,1,1,5,5,1,5,4,6,6,1,4,6,2,3,4,1,4,3,6,2,2,2,3,3,2,1,3,3,4,8,418.0,4,8,66,7.709999999999999e-05
77,50780088,0,78,90,11,4,146,45,11,38.8,7.64,82,2,0,1,0,3,0,2,1,1,1,2,0,1,1,4.0,1,3,1,1952,1,2,1,8,5000,3,1,2,2,2,2,1,19.4,10.95,4,4,1,1,3,5,6,6,3,5,4,2,3,3,5,2,2,1,4,2,4,3,2,2,5,4,3,1,5,5,1,4,4,2,4,3,2,1,1,4,4,2,5,6,6,6,6,5,6,1,2,4,5,2,3,7,1,2,4,4,1,2,1,4,4,3,5,80.0,5,5,58,0.000409116
78,44640117,0,111,75,1,5,123,34,14,19.2,4.61,44,4,0,4,0,4,0,4,2,1,1,4,0,1,1,5.0,23,6,1,1950,3,3,1,1,15000,7,1,2,2,1,2,1,9.6,6.61,1,4,1,5,1,1,3,1,3,5,3,1,5,1,3,1,4,1,5,4,5,3,3,2,5,3,2,1,2,4,1,3,3,4,4,2,3,3,1,4,1,4,5,3,3,1,3,5,3,5,1,4,5,5,1,7,1,2,4,4,2,2,-1,2,3,4,5,46.0,3,5,60,0.000160139
79,52720540,1,80,86,2,4,156,65,5,30.0,4.19,59,2,-1,2,3,2,-1,1,2,1,1,2,-1,1,1,5.0,29,1,2,1950,1,2,6,6,2000,3,1,2,2,2,2,1,15.0,6.0,2,4,3,2,3,5,3,3,5,4,3,4,3,4,4,3,3,3,4,3,4,3,4,4,2,3,3,4,3,6,2,3,4,3,3,2,4,2,4,4,2,4,4,3,3,3,3,4,3,4,5,2,3,4,2,7,1,2,3,3,4,2,2,1,3,1,5,44.0,4,5,60,0.000367986
80,30860141,1,30,57,1,2,93,24,12,15.2,1.9,26,2,0,2,0,1,0,1,2,1,1,1,0,1,1,-1.0,36,5,2,1951,1,2,1,1,9000,6,1,2,2,2,2,1,7.6,2.72,4,4,6,6,5,5,4,2,3,3,4,4,4,3,4,6,4,6,4,3,3,6,3,6,3,4,3,1,4,4,6,4,4,2,4,3,3,1,2,6,6,6,4,6,6,6,6,4,2,6,6,6,3,3,1,6,2,2,4,2,3,2,4,1,2,4,4,17.0,4,4,59,9.82e-05
82,52720593,1,15,29,8,1,70,32,9,10.6,1.37,19,1,0,1,0,0,0,1,1,1,1,-1,-1,1,-1,-1.0,35,2,-1,-1,1,1,-1,-1,3250,-1,2,2,2,2,2,1,10.6,1.96,1,3,5,4,1,3,6,5,1,5,5,5,4,3,2,3,5,1,5,3,3,4,5,5,1,6,4,3,5,3,1,6,3,2,4,3,3,3,3,4,1,2,4,4,6,1,3,5,4,3,1,4,5,2,3,7,1,2,3,3,4,1,2,3,3,4,5,14.0,4,5,-1,0.001472131
83,42270192,1,5,4,4,0,18,14,0,3.2,0.27,3,5,1,2,0,4,0,1,1,1,2,5,0,1,1,5.0,20,3,1,1948,3,3,9,7,5000,3,1,2,2,2,2,2,2.2,0.39,1,3,3,5,3,4,5,3,4,5,4,4,3,2,5,2,4,1,5,5,5,3,3,3,4,5,3,3,4,4,1,3,3,1,3,4,4,1,4,1,1,5,4,5,5,4,5,5,1,1,5,4,4,1,3,7,1,2,4,3,3,1,3,2,2,2,5,1.8,3,5,62,0.000409116
84,44640369,0,284,145,1,5,246,88,13,56.0,13.26,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,56.0,19.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,7,1,2,4,4,-2,5,-2,-2,-2,-2,5,135.0,-2,5,-1,0.000409116
85,70130998,0,189,188,3,4,251,50,13,91.6,24.03,166,4,0,1,0,4,0,4,3,1,1,4,0,1,2,5.0,23,5,1,1987,1,6,8,2,9000,5,2,2,1,2,2,2,0.0,34.43,2,3,2,2,4,5,3,4,3,6,3,3,4,2,3,6,5,2,6,3,5,3,4,4,5,5,4,4,5,5,3,1,1,3,4,4,4,4,2,4,3,3,4,3,6,3,2,5,2,2,2,2,3,3,1,2,2,2,2,2,4,2,3,3,2,4,8,262.0,5,8,23,0.000258025
87,19610192,1,30,26,4,0,51,25,0,7.6,1.66,27,2,-1,1,-1,-1,-1,1,1,1,1,2,-1,1,1,3.0,14,3,1,1932,2,2,9,2,5000,6,2,2,2,2,2,1,7.6,2.38,4,4,2,1,5,5,6,6,6,3,4,4,6,1,2,6,5,1,4,2,3,2,2,1,5,6,6,4,4,3,6,4,3,2,4,4,3,1,2,5,1,4,4,4,6,6,2,5,6,6,1,4,4,3,3,9,1,1,2,1,5,1,-1,2,-1,4,2,15.0,4,2,78,8.57e-05
88,10540560,1,30,21,4,0,60,39,0,4.8,1.23,18,2,-1,2,-1,2,2,2,1,1,1,2,-1,1,1,5.0,30,3,1,1949,1,2,5,8,5000,3,2,2,2,2,2,1,4.8,1.76,1,4,3,3,5,5,3,3,3,5,3,5,2,3,4,6,5,2,4,2,4,3,5,3,6,1,2,5,3,1,1,1,1,4,5,4,5,1,5,5,1,5,4,5,6,1,3,5,2,4,1,4,4,4,3,4,2,1,4,1,5,1,4,1,1,4,1,9.5,-1,1,61,0.000409116
89,30330237,0,46,36,10,0,62,26,0,7.6,2.21,29,2,0,2,0,1,0,2,2,1,2,2,-1,1,1,4.0,28,6,1,1947,1,2,9,-1,15000,3,1,2,2,2,2,1,3.8,3.17,2,2,2,3,3,4,4,1,3,3,1,1,4,1,4,6,3,2,4,3,4,2,4,2,4,4,2,4,4,2,2,2,2,3,4,4,3,3,3,3,2,4,4,3,3,3,3,4,2,2,3,3,4,2,3,4,1,2,2,4,2,2,1,2,2,3,4,20.5,5,4,63,0.000409116
90,10360023,1,50,56,8,3,111,41,14,9.6,1.44,19,5,3,2,1,6,3,2,1,1,1,5,0,2,1,5.0,15,5,2,1993,2,6,8,6,9000,2,2,1,2,2,2,3,0.0,2.06,1,4,2,3,4,4,4,2,2,4,3,5,4,2,4,3,4,3,5,3,3,2,3,5,3,3,4,4,5,2,2,3,3,3,3,2,4,3,4,2,3,2,3,5,3,3,3,5,1,3,4,3,3,3,3,4,2,1,4,1,4,2,3,1,2,2,1,16.5,4,1,17,0.002195453
91,14050182,1,40,44,4,2,107,41,22,9.6,3.08,30,3,1,2,0,2,0,2,2,1,2,3,0,1,2,6.5,2,4,1,1980,2,3,1,4,7000,7,2,2,2,2,2,1,9.6,4.41,4,4,2,3,5,5,4,5,2,5,3,4,4,1,3,4,5,2,5,3,4,4,4,4,4,4,3,1,4,1,5,3,4,4,5,3,3,1,5,5,2,2,4,5,2,3,2,4,2,2,3,4,4,1,3,7,1,1,2,1,4,2,4,1,2,4,1,33.0,6,1,30,0.000378621
92,19650138,1,35,30,1,1,75,44,1,8.8,2.27,34,4,2,2,0,4,2,4,3,1,1,4,1,1,1,6.0,21,6,1,1962,2,3,1,2,15000,7,1,2,2,2,2,1,4.4,3.25,1,3,4,2,4,4,5,2,3,4,2,4,4,2,2,4,4,1,5,4,3,3,4,4,2,2,2,1,4,5,3,4,3,4,4,4,4,2,4,5,3,3,2,2,4,3,3,2,2,3,4,4,4,4,1,4,2,1,2,2,4,2,3,1,2,3,2,14.0,3,2,48,0.000160139
93,54440796,1,95,72,1,4,144,62,10,23.6,4.38,54,4,2,2,1,4,2,1,2,1,2,2,1,2,1,4.0,5,4,1,1973,1,3,1,1,7000,3,2,2,2,2,2,1,23.6,6.28,6,4,2,2,4,4,3,2,3,5,4,5,4,3,4,2,4,1,4,2,4,4,4,3,3,3,4,2,4,2,2,2,3,2,2,4,3,2,2,4,3,3,4,4,3,3,2,4,3,2,3,4,4,4,1,7,1,2,4,4,4,2,4,1,2,4,6,41.0,4,6,37,0.000967286
94,54261041,1,15,15,1,0,34,19,0,3.8,0.94,13,2,0,2,0,2,0,2,1,1,2,2,0,1,1,5.5,6,5,2,1958,1,2,1,6,9000,3,1,2,2,2,2,1,2.2,1.35,5,2,2,5,3,5,5,3,2,5,4,2,4,4,2,3,4,2,4,2,3,3,4,4,1,2,3,5,5,2,1,1,3,3,5,2,4,1,1,5,3,2,4,3,3,4,1,4,2,4,3,3,4,4,1,7,1,2,4,2,5,1,3,2,2,1,6,10.0,5,6,52,0.000367986
95,90300161,1,75,86,7,3,134,30,18,23.6,4.61,36,2,0,1,1,2,0,1,1,1,1,1,1,1,1,5.0,23,3,1,1946,1,2,9,6,5000,3,2,2,2,2,2,1,23.6,6.61,1,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,2,3,4,4,4,4,4,4,3,4,2,3,4,2,2,3,2,3,4,4,3,2,4,5,3,4,4,5,5,3,4,5,3,3,2,2,3,3,3,2,2,2,2,3,5,2,1,4,3,1,7,50.5,4,7,64,0.000409116
97,10350271,1,30,70,11,6,147,42,35,22.0,2.04,28,2,3,2,-1,3,3,2,1,1,1,1,0,1,1,4.0,15,4,2,1971,2,3,2,6,7000,3,2,2,2,2,2,1,22.0,2.92,2,3,4,2,4,5,4,1,1,1,1,2,4,2,4,2,4,1,5,2,4,2,4,4,2,6,6,2,4,1,4,6,5,2,4,2,1,1,2,5,2,4,2,5,4,1,2,5,2,2,2,2,2,4,3,7,1,1,4,1,5,2,4,1,1,4,1,20.0,4,1,39,0.00087004
98,44630037,1,120,164,1,5,227,36,27,70.0,14.04,108,4,2,2,0,4,2,3,2,1,1,2,1,1,1,6.0,11,6,1,1971,1,3,1,3,15000,3,1,2,2,2,2,1,35.0,20.12,1,3,3,3,2,3,4,2,3,5,3,4,4,3,2,3,4,3,5,4,4,5,4,2,3,3,3,2,5,4,3,2,1,3,3,3,4,2,3,4,3,4,4,4,4,3,2,4,3,1,3,4,4,3,1,8,1,2,4,4,4,2,3,2,2,4,5,156.0,5,5,39,0.000967286
99,54201221,1,215,277,9,8,346,38,31,60.6,18.0,179,2,0,1,1,2,0,1,2,1,1,2,0,1,1,5.5,17,5,1,1949,3,3,1,6,9000,3,1,2,2,2,2,1,30.3,25.79,2,2,1,2,4,2,3,1,3,5,2,4,4,2,5,2,2,4,4,4,2,2,4,4,4,3,3,4,4,2,1,3,3,1,2,4,3,2,2,4,2,2,4,2,2,3,1,4,2,2,5,4,2,5,3,4,2,2,4,4,3,2,2,2,3,3,6,179.0,4,6,61,0.000409116
100,10360212,1,30,33,7,3,61,21,7,6.2,1.67,15,2,0,2,0,0,0,2,1,1,1,2,0,1,1,4.0,17,5,1,1951,2,2,9,2,9000,6,2,2,2,2,2,1,6.2,2.39,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,5,5,1,4,4,5,5,3,5,1,1,5,1,5,1,1,1,1,1,5,1,5,1,5,5,1,5,5,1,3,3,3,5,3,1,5,1,5,5,3,4,2,1,4,1,3,1,2,1,3,3,1,16.0,4,1,59,0.00010913200000000001
101,19650035,1,70,75,4,4,250,135,40,33.4,7.64,72,2,0,2,0,1,0,1,1,2,2,1,0,1,2,4.5,4,6,-1,-1,-1,-1,-1,-1,15000,-1,2,2,2,2,2,-1,33.4,10.95,2,3,2,1,5,5,4,2,3,5,2,5,5,4,4,6,6,1,4,2,4,4,4,2,4,6,4,5,1,1,2,6,6,1,3,4,1,1,1,5,4,3,4,4,2,2,1,5,1,1,4,3,2,4,3,4,2,1,2,2,2,3,3,-1,-1,4,2,70.0,2,2,-1,0.000610133
102,90320677,0,40,30,1,0,55,25,0,6.0,1.74,25,5,0,1,0,4,0,4,1,1,1,5,0,1,1,6.5,22,6,1,1951,1,3,1,3,15000,7,2,2,1,2,2,1,0.0,2.49,4,4,1,2,4,5,5,1,2,4,5,3,4,1,5,6,4,1,5,3,5,1,1,3,5,4,6,2,5,4,1,4,3,1,5,3,1,1,2,4,2,4,3,2,2,1,1,5,1,3,2,2,4,5,2,2,2,2,2,3,1,2,1,2,2,4,7,12.0,4,7,59,0.000160139
103,54260349,0,54,32,4,0,70,38,0,7.6,2.06,29,4,1,1,2,4,0,2,1,1,1,4,0,1,1,5.5,8,4,2,1970,1,3,2,6,7000,3,2,2,1,2,2,1,0.0,2.95,2,4,4,5,4,4,4,4,4,5,4,3,4,3,4,2,2,4,4,3,4,3,2,2,4,4,4,3,5,5,2,5,3,4,5,4,3,1,2,5,3,4,4,3,3,3,3,4,3,3,3,3,3,4,3,7,1,2,4,2,5,2,1,2,2,3,6,18.5,5,6,40,0.000367986
105,19130205,1,50,72,9,2,134,32,30,15.8,1.07,12,2,0,2,0,1,0,0,1,2,1,1,0,1,1,4.0,5,2,2,1961,2,2,7,6,3250,3,2,2,2,2,2,1,15.8,1.53,1,2,4,1,1,1,6,6,4,5,2,2,4,4,5,6,5,1,5,3,5,5,6,6,6,1,1,5,6,6,5,6,6,1,5,4,4,1,1,5,2,2,1,2,6,1,1,5,6,4,5,1,5,5,3,8,1,1,2,4,5,2,4,-1,3,3,2,10.0,3,2,49,0.000367986
107,19130179,1,10,10,1,0,44,34,0,6.8,0.97,12,2,0,1,0,2,0,1,1,1,1,2,0,1,2,5.0,5,3,1,1944,1,2,1,5,5000,6,2,2,2,2,2,1,6.8,1.39,2,4,4,2,4,4,4,2,3,3,3,4,4,2,4,4,4,2,4,3,4,4,4,2,2,1,3,2,4,2,2,2,3,3,4,4,4,1,1,1,2,3,3,4,4,3,2,4,2,2,3,3,4,2,1,8,1,1,2,4,5,2,3,2,2,1,2,10.5,5,2,66,8.57e-05
108,42340126,1,82,88,7,5,161,53,20,25.4,4.25,60,2,0,1,0,1,0,2,2,1,1,2,0,1,1,4.5,33,3,1,1950,1,2,1,6,5000,3,1,2,2,2,2,1,12.7,6.09,3,4,-1,3,3,4,4,3,3,5,4,4,4,1,4,1,4,-1,3,3,3,6,6,3,3,3,3,4,4,6,6,4,3,4,4,4,3,1,2,4,4,1,4,4,2,6,6,4,2,3,3,4,5,4,3,7,1,2,4,4,6,2,3,2,2,3,5,40.0,5,5,60,0.000409116
109,30860448,1,29,5,2,0,35,30,0,7.6,1.34,17,2,0,2,0,0,0,1,1,1,1,2,-1,1,1,4.0,18,2,1,1928,1,2,2,4,3250,3,2,2,2,2,2,1,7.6,1.92,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,1,6,2,2,4,2,5,2,-1,-1,3,1,4,10.5,5,4,82,0.0007584810000000001
110,54201220,0,15,10,1,0,28,18,0,3.8,0.72,11,2,0,1,1,2,0,-1,-1,1,1,2,0,1,1,5.5,17,5,2,1951,1,3,2,6,9000,3,1,2,2,2,2,1,2.2,1.03,4,4,3,2,4,4,4,2,4,5,4,3,5,1,5,4,2,1,3,2,5,2,2,4,4,4,2,2,3,2,1,5,3,1,5,4,3,1,2,3,1,1,4,3,2,4,1,5,2,2,5,4,2,5,1,4,2,2,4,4,4,1,2,2,2,4,6,5.5,3,6,59,0.000367986
114,30860804,1,10,0,2,0,10,10,0,0.0,0.2,2,2,0,2,0,3,0,1,0,1,1,0,0,1,1,5.0,60,1,1,1949,1,2,1,3,2000,2,2,2,2,2,2,1,0.0,0.29,5,4,2,2,5,5,3,3,3,4,3,5,5,2,5,3,4,1,4,4,4,4,3,4,3,1,4,4,1,1,1,1,1,1,2,4,2,1,1,4,2,1,2,2,5,1,1,5,3,1,4,3,4,5,1,6,2,2,4,2,6,2,1,2,3,1,4,0.2,4,4,61,0.001636675
116,56080897,1,40,17,4,0,37,20,0,7.6,1.11,16,4,2,1,0,4,0,3,1,1,1,4,0,1,1,5.0,13,4,1,1962,1,3,1,6,7000,3,1,2,2,2,2,1,3.8,1.59,1,1,1,3,2,3,4,2,4,5,2,5,5,4,4,3,5,2,5,4,5,5,5,5,2,1,2,2,5,4,2,1,5,2,2,4,2,1,1,5,2,4,2,4,5,1,1,5,2,2,2,2,3,2,3,7,1,2,4,4,5,2,2,3,3,2,6,10.0,5,6,48,0.000409116
117,28240137,1,15,15,11,0,27,12,0,4.0,0.71,11,2,-1,1,-1,1,-1,1,2,2,1,2,-1,1,1,4.0,51,2,1,1932,2,2,9,5,3250,4,2,2,1,2,2,1,0.0,1.02,1,-1,4,4,-1,4,4,-1,-1,4,-1,-1,-1,4,-1,-1,4,2,4,4,-1,4,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,4,4,-1,-1,-1,4,-1,4,4,-1,-1,-1,-1,4,-1,-1,-1,-1,4,4,3,4,2,1,2,4,5,1,-1,3,2,4,3,6.1,4,3,78,8.57e-05
118,39120999,1,20,9,1,0,86,77,0,7.0,1.85,24,5,3,1,1,5,1,3,1,1,1,4,1,1,1,7.0,10,5,2,1970,1,3,4,4,9000,3,1,2,2,2,2,1,3.5,2.65,4,5,2,1,5,5,5,4,3,5,5,3,4,2,4,1,3,2,5,2,5,2,2,1,5,3,4,1,5,5,1,5,5,4,5,5,3,1,1,5,2,4,5,5,5,3,1,5,1,5,1,5,5,2,1,5,2,2,2,2,5,2,3,2,2,3,2,19.0,4,2,40,0.000367986
119,70130777,1,45,46,9,2,85,32,7,9.6,2.46,24,5,1,1,0,6,0,3,1,1,1,5,0,1,1,5.0,14,5,2,1971,1,3,6,1,9000,3,1,2,2,2,2,1,4.8,3.53,2,2,3,3,3,4,4,1,4,4,4,3,3,2,3,2,4,1,4,2,5,4,3,2,2,4,2,3,4,4,2,4,2,2,4,3,4,1,2,5,1,5,5,5,4,3,1,5,3,3,4,2,4,3,3,2,2,2,2,2,6,2,3,2,2,3,8,24.0,5,8,39,0.00087004
120,39110605,0,170,190,7,3,252,45,17,110.4,38.63,309,3,0,2,2,3,0,1,2,1,1,3,0,1,1,5.0,10,4,2,1963,1,3,2,6,7000,2,1,2,2,2,2,2,55.2,55.36,2,4,2,2,6,6,4,4,4,3,3,4,4,3,3,2,2,1,4,2,4,3,2,2,5,3,4,2,4,3,2,4,3,2,4,4,3,2,2,4,2,3,4,4,3,2,2,5,3,3,2,3,4,3,3,4,2,2,2,2,5,5,2,1,1,4,2,425.5,3,2,47,0.001472131
122,28240376,1,10,15,7,0,33,18,0,4.0,0.73,11,2,0,1,0,0,3,1,1,1,1,0,0,1,1,6.0,45,4,-1,-1,-1,-1,-1,-1,7000,-1,2,2,2,2,2,-1,4.0,1.05,2,5,3,4,4,4,6,6,6,5,4,2,4,3,5,3,4,1,4,4,4,2,4,4,4,2,4,2,4,4,2,4,4,4,4,4,3,4,3,4,2,4,2,3,3,3,2,5,-1,4,4,5,5,4,3,4,2,1,2,4,5,1,1,2,2,3,3,7.1,5,3,-1,0.000967286
123,28000306,0,24,19,1,0,61,42,0,8.2,1.36,17,3,1,1,0,2,1,2,2,1,1,2,1,2,2,3.0,-1,5,2,1981,2,3,2,6,9000,3,1,2,2,2,2,3,4.1,1.95,2,4,2,1,5,5,4,4,5,4,2,5,5,5,3,1,2,1,5,2,4,4,5,2,4,5,4,4,5,5,2,5,3,2,4,4,4,2,5,3,4,4,4,2,3,2,3,4,2,4,2,2,1,4,1,1,2,1,1,4,5,2,4,1,1,2,3,13.5,3,3,29,0.00087004
